"value","time","normalizedValue","GT"
-54.406,4.802,-0.84727904136626,"Normal"
-46.5,4.804,-0.733436099381748,"Normal"
-35.656,4.806,-0.577287242452826,"Normal"
-21.25,4.808,-0.369847143511656,"Normal"
-3.4375,4.81,-0.113354934543893,"Normal"
16.375,4.812,0.171936399641302,"Normal"
29.469,4.814,0.360484272439836,"Normal"
30.5,4.816,0.375330221489423,"Normal"
29.969,4.818,0.367684053744194,"Normal"
40.906,4.82,0.525172069995726,"Normal"
59.5,4.822,0.792917537142201,"Normal"
74.062,4.824,1.00260396785033,"Normal"
76.875,4.826,1.04310993746865,"Normal"
70.406,4.828,0.949959166952863,"Normal"
59.125,4.83,0.787517701163932,"Normal"
42.406,4.832,0.546771413908801,"Normal"
19.719,4.834,0.22008853700485,"Normal"
-5.3438,4.836,-0.14080482074489,"Normal"
-25.375,4.838,-0.429245339272612,"Normal"
-29.094,4.84,-0.482797312614428,"Normal"
-17.719,4.842,-0.319002287940278,"Normal"
-5.3125,4.844,-0.140354114435237,"Normal"
1.9062,4.846,-0.0364079918316951,"Normal"
8.4062,4.848,0.0571891651249621,"Normal"
15.125,4.85,0.153936946380406,"Normal"
27,4.852,0.324931752358915,"Normal"
43.969,4.854,0.569277930266225,"Normal"
57.062,4.856,0.75781140350215,"Normal"
64.125,4.858,0.859515514207515,"Normal"
64.406,4.86,0.863561791300564,"Normal"
57.062,4.862,0.75781140350215,"Normal"
44.938,4.864,0.583231106434071,"Normal"
33.906,4.866,0.424375131734711,"Normal"
26.312,4.868,0.315024853284118,"Normal"
20.156,4.87,0.226381145864859,"Normal"
17.5,4.872,0.188135907576108,"Normal"
22.5,4.874,0.260133720619691,"Normal"
32.969,4.876,0.410882741570344,"Normal"
42.5,4.878,0.548124972794021,"Normal"
48.406,4.88,0.6331687895611,"Normal"
45.625,4.882,0.59312360594626,"Normal"
30.5,4.884,0.375330221489423,"Normal"
15.906,4.886,0.165183004777814,"Normal"
13.906,4.888,0.136383879560381,"Normal"
21.812,4.89,0.250226821544894,"Normal"
24.531,4.892,0.289379232277994,"Normal"
13.781,4.894,0.134583934234291,"Normal"
-2.1875,4.896,-0.0953554812829979,"Normal"
-23.688,4.898,-0.404953277151707,"Normal"
-55.312,4.9,-0.860325045089757,"Normal"
-78.219,4.902,-1.19017582576763,"Normal"
-69.594,4.904,-1.06597959826745,"Normal"
-42.031,4.906,-0.669084454083394,"Normal"
-22.938,4.908,-0.394153605195169,"Normal"
-17.906,4.91,-0.321695006148108,"Normal"
-10.406,4.912,-0.213698286582734,"Normal"
9.0625,4.914,0.0666395980650627,"Normal"
31,4.916,0.382530002793781,"Normal"
43.438,4.918,0.561631762520997,"Normal"
42.125,4.92,0.542725136815752,"Normal"
33.125,4.922,0.413129073337303,"Normal"
18.844,4.924,0.207488919722223,"Normal"
-5.125,4.926,-0.137654196446103,"Normal"
-37.5,4.928,-0.603840035903299,"Normal"
-67,4.93,-1.02862713286044,"Normal"
-91.156,4.932,-1.37646296723659,"Normal"
-113.78,4.934,-1.70223867169619,"Normal"
-122.19,4.936,-1.8233389932355,"Normal"
-105.91,4.938,-1.58891411396559,"Normal"
-75.094,4.94,-1.14517719261539,"Normal"
-44.906,4.942,-0.710483196583453,"Normal"
-24.781,4.944,-0.420691999083034,"Normal"
-19.344,4.946,-0.342401577179442,"Normal"
-28.844,4.948,-0.479197421962249,"Normal"
-49.938,4.95,-0.782941795630515,"Normal"
-65.688,4.952,-1.0097349067178,"Normal"
-62.25,4.954,-0.960229210469032,"Normal"
-40.969,4.956,-0.653792118592937,"Normal"
-19.719,4.958,-0.347801413157711,"Normal"
-14.625,4.96,-0.274450041228909,"Normal"
-23,4.962,-0.39504637807691,"Normal"
-34.844,4.964,-0.565594797614548,"Normal"
-40.5,4.966,-0.647038723729449,"Normal"
-35.156,4.968,-0.570087461148468,"Normal"
-17.375,4.97,-0.31404883840288,"Normal"
3.9375,4.972,-0.00715816030460932,"Normal"
7.1875,4.974,0.0396404181737193,"Normal"
-10.625,4.976,-0.216851790794043,"Normal"
-34.875,4.978,-0.566041184055418,"Normal"
-54.062,4.98,-0.842325591828862,"Normal"
-60.969,4.982,-0.941783370767266,"Normal"
-58.969,4.984,-0.912984245549834,"Normal"
-52.656,4.986,-0.822079806801006,"Normal"
-42.25,4.988,-0.672237958294702,"Normal"
-32.062,4.99,-0.525535214437099,"Normal"
-30.344,4.992,-0.500796765875324,"Normal"
-31.844,4.994,-0.522396109788399,"Normal"
-31.188,4.996,-0.512949996717081,"Normal"
-37.781,4.998,-0.607886312996348,"Normal"
-53.906,5,-0.840079260061902,"Normal"
-69.188,5.002,-1.06013337584831,"Normal"
-82.312,5.004,-1.2491132355251,"Normal"
-95.625,5.006,-1.44081461253495,"Normal"
-96.094,5.008,-1.44756800739843,"Normal"
-73.219,5.01,-1.11817801272404,"Normal"
-35.781,5.012,-0.579087187778915,"Normal"
-4.1562,5.014,-0.123703900190778,"Normal"
6.0938,5.016,0.0238916165485661,"Normal"
-1.9062,5.018,-0.0913048843211659,"Normal"
-11.188,5.02,-0.224958744542751,"Normal"
-17.5,5.022,-0.315848783728969,"Normal"
-31.219,5.024,-0.513396383157951,"Normal"
-54.531,5.026,-0.84907898669235,"Normal"
-73.812,5.028,-1.12671695335101,"Normal"
-73.438,5.03,-1.12133151693535,"Normal"
-56.625,5.032,-0.879231670795002,"Normal"
-41.781,5.034,-0.665484563431214,"Normal"
-50.281,5.036,-0.787880845605305,"Normal"
-86.531,5.038,-1.30986499017128,"Normal"
-127.88,5.04,-1.9052725044791,"Normal"
-141.06,5.042,-2.09505873966198,"Normal"
-117.28,5.044,-1.7526371408267,"Normal"
-72.344,5.046,-1.10557839544142,"Normal"
-31.75,5.048,-0.521042550903179,"Normal"
-19.438,5.05,-0.343755136064662,"Normal"
-33.562,5.052,-0.547134558350174,"Normal"
-48.688,5.054,-0.764942342369619,"Normal"
-51.969,5.056,-0.812187307288818,"Normal"
-47.344,5.058,-0.745589330223504,"Normal"
-38.219,5.06,-0.614193321418966,"Normal"
-26.938,5.062,-0.451751855630035,"Normal"
-22.219,5.064,-0.383800319679502,"Normal"
-26.906,5.066,-0.451291069626557,"Normal"
-41.594,5.068,-0.662791845223384,"Normal"
-73.312,5.07,-1.11951717204665,"Normal"
-123.72,5.072,-1.84537032402684,"Normal"
-168.91,5.074,-2.49608655831473,"Normal"
-166.5,5.076,-2.46138361242773,"Normal"
-104.84,5.078,-1.57350658197427,"Normal"
-26.375,5.08,-0.443644901881328,"Normal"
20.656,5.082,0.233580927169217,"Normal"
22.188,5.084,0.255641057085771,"Normal"
-0.15625,5.086,-0.0661063697340425,"Normal"
-21.688,5.088,-0.376154151934274,"Normal"
-47.312,5.09,-0.745128544220025,"Normal"
-84.25,5.092,-1.2770195878608,"Normal"
-104.75,5.094,-1.57221062133948,"Normal"
-90.344,5.096,-1.36477052239831,"Normal"
-65.719,5.098,-1.01018129315867,"Normal"
-71.219,5.1,-1.08937888750661,"Normal"
-115.34,5.102,-1.72470198936579,"Normal"
-166.66,5.104,-2.46368754244512,"Normal"
-182.53,5.106,-2.69220860104545,"Normal"
-140.47,5.108,-2.08656299772284,"Normal"
-60.594,5.11,-0.936383534788998,"Normal"
9.5312,5.112,0.0733886730597681,"Normal"
35.5,5.114,0.447328034533005,"Normal"
17.25,5.116,0.184536016923929,"Normal"
-18.438,5.118,-0.329355573455945,"Normal"
-40.75,5.12,-0.650638614381628,"Normal"
-41.031,5.122,-0.654684891474677,"Normal"
-27.875,5.124,-0.465244245794403,"Normal"
-11.094,5.126,-0.223605185657531,"Normal"
-9.5,5.128,-0.200652282859237,"Normal"
-41.219,5.13,-0.657392009245116,"Normal"
-92.344,5.132,-1.39356964761575,"Normal"
-121.94,5.134,-1.81973910258332,"Normal"
-113.5,5.136,-1.69820679416575,"Normal"
-91.531,5.138,-1.38186280321486,"Normal"
-81.406,5.14,-1.23606723180161,"Normal"
-81.25,5.142,-1.23382090003465,"Normal"
-78.438,5.144,-1.19332932997893,"Normal"
-70.375,5.146,-1.07722565666485,"Normal"
-74.156,5.148,-1.13167040288841,"Normal"
-93.719,5.15,-1.41336904620273,"Normal"
-99.688,5.152,-1.49932003541416,"Normal"
-72.375,5.154,-1.10602478188229,"Normal"
-31.844,5.156,-0.522396109788399,"Normal"
-9.0312,5.158,-0.193901767908271,"Normal"
-13.125,5.16,-0.252850697315834,"Normal"
-31.562,5.162,-0.518335433132741,"Normal"
-53.438,5.164,-0.833340264761023,"Normal"
-70.562,5.166,-1.07991837487268,"Normal"
-80.969,5.168,-1.2297746229416,"Normal"
-94.75,5.17,-1.42821499525232,"Normal"
-117.97,5.172,-1.76257283902672,"Normal"
-141.25,5.174,-2.09779465655764,"Normal"
-148.38,5.176,-2.20046353795778,"Normal"
-125,5.178,-1.86380176416599,"Normal"
-79.5,5.18,-1.20862166546939,"Normal"
-33.156,5.182,-0.541288335931035,"Normal"
-1.7812,5.184,-0.0895049389950763,"Normal"
15.156,5.186,0.154383332821277,"Normal"
17.688,5.188,0.190843025346547,"Normal"
-2.0938,5.19,-0.0940062422665611,"Normal"
-33.469,5.192,-0.545795399027563,"Normal"
-51.906,5.194,-0.811280134844469,"Normal"
-56.469,5.196,-0.876985339028042,"Normal"
-67.5,5.198,-1.03582691416479,"Normal"
-93.812,5.2,-1.41470820552534,"Normal"
-119.41,5.202,-1.78330820918327,"Normal"
-123.72,5.204,-1.84537032402684,"Normal"
-111,5.206,-1.66220788764396,"Normal"
-100.19,5.208,-1.50654861584374,"Normal"
-88.469,5.21,-1.33777134250697,"Normal"
-61.75,5.212,-0.953029429164674,"Normal"
-32.5,5.214,-0.531842222859717,"Normal"
-35.156,5.216,-0.570087461148468,"Normal"
-73,5.218,-1.11502450851273,"Normal"
-106.12,5.22,-1.59193802211343,"Normal"
-103.75,5.222,-1.55781105873077,"Normal"
-82.938,5.224,-1.25812736171816,"Normal"
-77.375,5.226,-1.17802259492587,"Normal"
-92.719,5.228,-1.39896948359402,"Normal"
-105.78,5.23,-1.58704217082646,"Normal"
-103.25,5.232,-1.55061127742641,"Normal"
-87.219,5.234,-1.31977188924607,"Normal"
-69.125,5.236,-1.05922620340396,"Normal"
-59.469,5.238,-0.920184026854192,"Normal"
-66,5.24,-1.01422757025172,"Normal"
-82.188,5.242,-1.24732768976162,"Normal"
-93.062,5.244,-1.40390853356881,"Normal"
-94.969,5.246,-1.43136849946363,"Normal"
-95.625,5.248,-1.44081461253495,"Normal"
-95.281,5.25,-1.43586116299755,"Normal"
-86.562,5.252,-1.31031137661215,"Normal"
-68.875,5.254,-1.05562631275178,"Normal"
-64.344,5.256,-0.990381894571685,"Normal"
-90,5.258,-1.35981707286092,"Normal"
-121.44,5.26,-1.81253932127896,"Normal"
-117.19,5.262,-1.75134118019192,"Normal"
-77.125,5.264,-1.17442270427369,"Normal"
-41.281,5.266,-0.658284782126856,"Normal"
-43.219,5.268,-0.686191134462549,"Normal"
-70.562,5.27,-1.07991837487268,"Normal"
-87.969,5.272,-1.33057156120261,"Normal"
-74.156,5.274,-1.13167040288841,"Normal"
-42.531,5.276,-0.676284235387752,"Normal"
-30.75,5.278,-0.506642988294463,"Normal"
-57.375,5.28,-0.89003134275154,"Normal"
-100.72,5.282,-1.51418038402636,"Normal"
-126.38,5.284,-1.88367316056602,"Normal"
-121.72,5.286,-1.8165711988094,"Normal"
-94.938,5.288,-1.43092211302276,"Normal"
-62.594,5.29,-0.965182660006431,"Normal"
-30.812,5.292,-0.507535761176203,"Normal"
3.7188,5.294,-0.0103073446471356,"Normal"
27.656,5.296,0.334377865430233,"Normal"
14.062,5.298,0.138630211327341,"Normal"
-39.562,5.3,-0.633531934002473,"Normal"
-85.625,5.302,-1.29681898644778,"Normal"
-84.188,5.304,-1.27612681497905,"Normal"
-56.75,5.306,-0.881031616121092,"Normal"
-52.469,5.308,-0.819387088593176,"Normal"
-77.562,5.31,-1.1807153131337,"Normal"
-95.438,5.312,-1.43812189432712,"Normal"
-89.156,5.314,-1.34766384201916,"Normal"
-75.531,5.316,-1.1514698014754,"Normal"
-74.469,5.318,-1.13617746598494,"Normal"
-87.781,5.32,-1.32786444343217,"Normal"
-95.406,5.322,-1.43766110832364,"Normal"
-85.219,5.324,-1.29097276402864,"Normal"
-77.438,5.326,-1.17892976737022,"Normal"
-77.812,5.328,-1.18431520378588,"Normal"
-70.438,5.33,-1.0781328291092,"Normal"
-48.969,5.332,-0.768988619462669,"Normal"
-24.344,5.334,-0.414399390223025,"Normal"
-14.781,5.336,-0.276696372995869,"Normal"
-20.719,5.338,-0.362200975766428,"Normal"
-23.938,5.34,-0.408553167803886,"Normal"
-11.969,5.342,-0.236204802940158,"Normal"
7.0938,5.344,0.0382911791572826,"Normal"
14.406,5.346,0.143583660864739,"Normal"
-7.625,5.348,-0.173653102967894,"Normal"
-61.25,5.35,-0.945829647860316,"Normal"
-120.91,5.352,-1.80490755309634,"Normal"
-156.97,5.354,-2.32415578076666,"Normal"
-149.19,5.356,-2.21212718367084,"Normal"
-104.44,5.358,-1.56774675693078,"Normal"
-68.062,5.36,-1.04391946835089,"Normal"
-70.375,5.362,-1.07722565666485,"Normal"
-77.531,5.364,-1.18026892669283,"Normal"
-45.75,5.366,-0.72263642742521,"Normal"
9.5938,5.368,0.0742900856790738,"Normal"
36.375,5.37,0.459927651815632,"Normal"
14.469,5.372,0.144490833309088,"Normal"
-27.969,5.374,-0.466597804679622,"Normal"
-53.125,5.376,-0.828833201664494,"Normal"
-50.312,5.378,-0.788327232046175,"Normal"
-45.5,5.38,-0.719036536773031,"Normal"
-57.875,5.382,-0.897231124055898,"Normal"
-73.25,5.384,-1.11862439916491,"Normal"
-70.531,5.386,-1.07947198843181,"Normal"
-59.5,5.388,-0.920630413295062,"Normal"
-52,5.39,-0.812633693729688,"Normal"
-49.094,5.392,-0.770788564788758,"Normal"
-52.281,5.394,-0.816679970822738,"Normal"
-61.625,5.396,-0.951229483838585,"Normal"
-65.531,5.398,-1.00747417538823,"Normal"
-56.875,5.4,-0.882831561447181,"Normal"
-51.219,5.402,-0.801387635332281,"Normal"
-60.688,5.404,-0.937737093674217,"Normal"
-76.969,5.406,-1.17217637250673,"Normal"
-89.062,5.408,-1.34631028313394,"Normal"
-92.312,5.41,-1.39310886161227,"Normal"
-79.25,5.412,-1.20502177481721,"Normal"
-53.406,5.414,-0.832879478757544,"Normal"
-26.938,5.416,-0.451751855630035,"Normal"
-12.375,5.418,-0.242051025359297,"Normal"
-28.406,5.42,-0.472890413539631,"Normal"
-74.5,5.422,-1.13662385242581,"Normal"
-109.69,5.424,-1.64334446062654,"Normal"
-99.625,5.426,-1.49841286296981,"Normal"
-54.156,5.428,-0.843679150714081,"Normal"
-9.25,5.43,-0.197052392207058,"Normal"
5.9688,5.432,0.0220916712224765,"Normal"
-7.7188,5.434,-0.175003781940591,"Normal"
-26.625,5.436,-0.447244792533507,"Normal"
-26.125,5.438,-0.440045011229149,"Normal"
0.4375,5.44,-0.0575566294351171,"Normal"
27.938,5.442,0.338438542085891,"Normal"
26.938,5.444,0.324038979477174,"Normal"
-4.1562,5.446,-0.123703900190778,"Normal"
-49.219,5.448,-0.772588510114848,"Normal"
-88.188,5.45,-1.33372506541392,"Normal"
-105.22,5.452,-1.57897841576558,"Normal"
-97.031,5.454,-1.4610603975628,"Normal"
-68.156,5.456,-1.04527302723611,"Normal"
-36.75,5.458,-0.593040363946762,"Normal"
-26.562,5.46,-0.446337620089158,"Normal"
-40.938,5.462,-0.653345732152066,"Normal"
-66.625,5.464,-1.02322729688217,"Normal"
-85.938,5.466,-1.30132604954431,"Normal"
-78.625,5.468,-1.19602204818676,"Normal"
-45.406,5.47,-0.717682977887812,"Normal"
-16.469,5.472,-0.301002834679382,"Normal"
-13,5.474,-0.251050751989745,"Normal"
-24.562,5.476,-0.417538494871725,"Normal"
-35.812,5.478,-0.579533574219786,"Normal"
-45.688,5.48,-0.72174365454347,"Normal"
-58.188,5.482,-0.901738187152426,"Normal"
-66.906,5.484,-1.02727357397522,"Normal"
-55.281,5.486,-0.859878658648887,"Normal"
-24.531,5.488,-0.417092108430855,"Normal"
-8.5938,5.49,-0.187603399223218,"Normal"
-38.188,5.492,-0.613746934978096,"Normal"
-96.469,5.494,-1.4529678433767,"Normal"
-132.72,5.496,-1.97496638750528,"Normal"
-121.44,5.498,-1.81253932127896,"Normal"
-85.844,5.5,-1.29997249065909,"Normal"
-59.781,5.502,-0.924676690388111,"Normal"
-51.969,5.504,-0.812187307288818,"Normal"
-55.625,5.506,-0.864832108186286,"Normal"
-55.594,5.508,-0.864385721745415,"Normal"
-38.531,5.51,-0.618685984952886,"Normal"
-20.094,5.512,-0.35320124913598,"Normal"
-29.688,5.514,-0.491350652804006,"Normal"
-67.438,5.516,-1.03493414128305,"Normal"
-92.094,5.518,-1.38996975696357,"Normal"
-68.656,5.52,-1.05247280854047,"Normal"
-21.531,5.522,-0.373893420604705,"Normal"
-1.5312,5.524,-0.0859050483428972,"Normal"
-27.969,5.526,-0.466597804679622,"Normal"
-69,5.528,-1.05742625807787,"Normal"
-85.969,5.53,-1.30177243598518,"Normal"
-73.188,5.532,-1.11773162628317,"Normal"
-45.781,5.534,-0.72308281386608,"Normal"
-20.125,5.536,-0.35364763557685,"Normal"
-13.469,5.538,-0.257804146853233,"Normal"
-37.062,5.54,-0.597533027480681,"Normal"
-76.281,5.542,-1.16226947343193,"Normal"
-95.438,5.544,-1.43812189432712,"Normal"
-70.25,5.546,-1.07542571133876,"Normal"
-18.219,5.548,-0.326202069244636,"Normal"
17.812,5.55,0.192628571110028,"Normal"
12.969,5.552,0.122891489396014,"Normal"
-23.5,5.554,-0.402246159381268,"Normal"
-62.688,5.556,-0.96653621889165,"Normal"
-75.562,5.558,-1.15191618791627,"Normal"
-55.688,5.56,-0.865739280630635,"Normal"
-30.25,5.562,-0.499443206990105,"Normal"
-25.594,5.564,-0.43239884348392,"Normal"
-42.625,5.566,-0.677637794272971,"Normal"
-64.719,5.568,-0.995781730549953,"Normal"
-72.656,5.57,-1.11007105897534,"Normal"
-66.625,5.572,-1.02322729688217,"Normal"
-66.781,5.574,-1.02547362864913,"Normal"
-82.812,5.576,-1.25631301682946,"Normal"
-94.344,5.578,-1.42236877283318,"Normal"
-76.562,5.58,-1.16631575052498,"Normal"
-32.094,5.582,-0.525996000440578,"Normal"
14.25,5.584,0.14133732909778,"Normal"
36.469,5.586,0.461281210700851,"Normal"
29.594,5.588,0.362284217765925,"Normal"
9.9375,5.59,0.0792392153476897,"Normal"
-9.7812,5.592,-0.204701439864808,"Normal"
-30.781,5.594,-0.507089374735333,"Normal"
-57.281,5.596,-0.88867778386632,"Normal"
-82.156,5.598,-1.24686690375814,"Normal"
-96.188,5.6,-1.44892156628365,"Normal"
-101.34,5.602,-1.52310811284376,"Normal"
-112.16,5.604,-1.67891138027007,"Normal"
-131.5,5.606,-1.95739892112265,"Normal"
-142.44,5.608,-2.11493013606201,"Normal"
-131.31,5.61,-1.95466300422699,"Normal"
-92.344,5.612,-1.39356964761575,"Normal"
-38.594,5.614,-0.619593157397235,"Normal"
8.4688,5.616,0.0580905777442677,"Normal"
31.031,5.618,0.382976389234651,"Normal"
25.906,5.62,0.309178630864979,"Normal"
10.469,5.622,0.0868925828742225,"Normal"
-12,5.624,-0.236651189381028,"Normal"
-49.438,5.626,-0.775742014326157,"Normal"
-88.312,5.628,-1.3355106111774,"Normal"
-101.44,5.63,-1.52454806910463,"Normal"
-78.281,5.632,-1.19106859864937,"Normal"
-39.625,5.634,-0.634439106446822,"Normal"
-19.125,5.636,-0.339248072968133,"Normal"
-28.5,5.638,-0.474243972424851,"Normal"
-44.312,5.64,-0.701929856393876,"Normal"
-46.406,5.642,-0.732082540496528,"Normal"
-45,5.644,-0.711836755468673,"Normal"
-58.094,5.646,-0.900384628267207,"Normal"
-82.719,5.648,-1.25497385750685,"Normal"
-91.375,5.65,-1.3796164714479,"Normal"
-69.5,5.652,-1.06462603938223,"Normal"
-36.562,5.654,-0.590333246176323,"Normal"
-28,5.656,-0.467044191120492,"Normal"
-60.938,5.658,-0.941336984326396,"Normal"
-102.09,5.66,-1.5339077848003,"Normal"
-101.91,5.662,-1.53131586353073,"Normal"
-61.625,5.664,-0.951229483838585,"Normal"
-15.188,5.666,-0.282556994977617,"Normal"
13.312,5.668,0.127830539370803,"Normal"
9.9062,5.67,0.0787885090380368,"Normal"
-21.688,5.672,-0.376154151934274,"Normal"
-59.562,5.674,-0.921523186176802,"Normal"
-83.031,5.676,-1.25946652104077,"Normal"
-82.938,5.678,-1.25812736171816,"Normal"
-51.438,5.68,-0.80454113954359,"Normal"
-0.65625,5.682,-0.0733061510384007,"Normal"
37.344,5.684,0.473880827983478,"Normal"
35.719,5.686,0.450481538744314,"Normal"
-3.5938,5.688,-0.115605586179636,"Normal"
-53.938,5.69,-0.840540046065381,"Normal"
-93.5,5.692,-1.41021554199142,"Normal"
-115.97,5.694,-1.73377371380928,"Normal"
-124.56,5.696,-1.85746595661816,"Normal"
-130,5.698,-1.93579957720957,"Normal"
-124.16,5.7,-1.85170613157467,"Normal"
-91.688,5.702,-1.38412353454443,"Normal"
-47,5.704,-0.740635880686106,"Normal"
-13.031,5.706,-0.251497138430615,"Normal"
2.4375,5.708,-0.0287575042176841,"Normal"
1.9375,5.71,-0.0359572855220423,"Normal"
-9.0625,5.712,-0.194352474217924,"Normal"
-24.25,5.714,-0.413045831337805,"Normal"
-36.625,5.716,-0.591240418620672,"Normal"
-45.5,5.718,-0.719036536773031,"Normal"
-62.656,5.72,-0.966075432888171,"Normal"
-96.844,5.722,-1.45836767935497,"Normal"
-134.03,5.724,-1.9938298145227,"Normal"
-149.47,5.726,-2.21615906120128,"Normal"
-137.81,5.728,-2.04826016118365,"Normal"
-110,5.73,-1.64780832503525,"Normal"
-68.406,5.732,-1.04887291788829,"Normal"
-14.875,5.734,-0.278049931881088,"Normal"
33.156,5.736,0.413575459778174,"Normal"
53.125,5.738,0.701120325511633,"Normal"
44.906,5.74,0.582770320430592,"Normal"
23.438,5.742,0.273640510346667,"Normal"
-5.0312,5.744,-0.136303517473405,"Normal"
-36.875,5.746,-0.594840309272851,"Normal"
-58.562,5.748,-0.907123623568086,"Normal"
-67.656,5.75,-1.03807324593175,"Normal"
-74.125,5.752,-1.13122401644754,"Normal"
-76.031,5.754,-1.15866958277975,"Normal"
-62.875,5.756,-0.96922893709948,"Normal"
-31.938,5.758,-0.523749668673618,"Normal"
1.75,5.76,-0.0386572035111767,"Normal"
20.469,5.762,0.230888208961387,"Normal"
21,5.764,0.238534376706616,"Normal"
8.9688,5.766,0.065290359048626,"Normal"
-13.875,5.768,-0.263650369272372,"Normal"
-49.5,5.77,-0.776634787207897,"Normal"
-85.344,5.772,-1.29277270935473,"Normal"
-99.812,5.774,-1.50110558117764,"Normal"
-85.094,5.776,-1.28917281870255,"Normal"
-61.531,5.778,-0.949875924953365,"Normal"
-52.438,5.78,-0.818940702152306,"Normal"
-59.062,5.782,-0.914323404872444,"Normal"
-64.531,5.784,-0.993074612779515,"Normal"
-53.438,5.786,-0.833340264761023,"Normal"
-32.094,5.788,-0.525996000440578,"Normal"
-18.031,5.79,-0.323494951474198,"Normal"
-14.406,5.792,-0.2712965370176,"Normal"
-21.875,5.794,-0.378846870142104,"Normal"
-35.594,5.796,-0.576394469571086,"Normal"
-42.688,5.798,-0.67854496671732,"Normal"
-47.719,5.8,-0.750989166201773,"Normal"
-69,5.802,-1.05742625807787,"Normal"
-95.438,5.804,-1.43812189432712,"Normal"
-90.25,5.806,-1.36341696351309,"Normal"
-42.281,5.808,-0.672684344735573,"Normal"
17.75,5.81,0.191735798228287,"Normal"
46.188,5.812,0.601230559694967,"Normal"
20.156,5.814,0.226381145864859,"Normal"
-38.031,5.816,-0.611486203648528,"Normal"
-82.344,5.818,-1.24957402152858,"Normal"
-85.906,5.82,-1.30086526354083,"Normal"
-56.656,5.822,-0.879678057235872,"Normal"
-25.312,5.824,-0.428338166828262,"Normal"
-18.5,5.826,-0.330248346337686,"Normal"
-43.625,5.828,-0.692037356881688,"Normal"
-75.812,5.83,-1.15551607856845,"Normal"
-71.375,5.832,-1.09162521927357,"Normal"
-26.625,5.834,-0.447244792533507,"Normal"
23.406,5.836,0.273179724343188,"Normal"
49.25,5.838,0.645322020402857,"Normal"
52.312,5.84,0.689413481110747,"Normal"
44.656,5.842,0.579170429778413,"Normal"
33.469,5.844,0.418082522874702,"Normal"
26.75,5.846,0.321331861706736,"Normal"
21.906,5.848,0.251580380430113,"Normal"
4.9375,5.85,0.00724140230410718,"Normal"
-32.062,5.852,-0.525535214437099,"Normal"
-77.938,5.854,-1.18612954867458,"Normal"
-115,5.856,-1.71980613807883,"Normal"
-129.91,5.858,-1.93450361657479,"Normal"
-120.19,5.86,-1.79453986801807,"Normal"
-94.5,5.862,-1.42461510460014,"Normal"
-66.406,5.864,-1.02007379267086,"Normal"
-51.281,5.866,-0.802280408214021,"Normal"
-49.438,5.868,-0.775742014326157,"Normal"
-41,5.87,-0.654238505033807,"Normal"
-15.281,5.872,-0.283896154300227,"Normal"
17.312,5.874,0.185428789805669,"Normal"
44.938,5.876,0.583231106434071,"Normal"
60.188,5.878,0.802824436216998,"Normal"
58,5.88,0.771318193229126,"Normal"
35.312,5.882,0.444620916762566,"Normal"
-7.75,5.884,-0.175453048293983,"Normal"
-62.375,5.886,-0.962029155795122,"Normal"
-104,5.888,-1.56141094938295,"Normal"
-111.69,5.89,-1.67214358584398,"Normal"
-90.094,5.892,-1.36117063174613,"Normal"
-61.906,5.894,-0.955275760931634,"Normal"
-40.625,5.896,-0.648838669055538,"Normal"
-32.406,5.898,-0.530488663974497,"Normal"
-36,5.9,-0.582240691990224,"Normal"
-37.719,5.902,-0.606993540114608,"Normal"
-21.656,5.904,-0.375693365930795,"Normal"
8.4375,5.906,0.0576398714346149,"Normal"
36.312,5.908,0.459020479371283,"Normal"
53.125,5.91,0.701120325511633,"Normal"
52.594,5.912,0.693474157766405,"Normal"
34.719,5.914,0.436081976135598,"Normal"
3.1562,5.916,-0.0184085385707995,"Normal"
-34.812,5.918,-0.565134011611069,"Normal"
-63.062,5.92,-0.97192165530731,"Normal"
-76.5,5.922,-1.16542297764324,"Normal"
-80.062,5.924,-1.21671421965549,"Normal"
-75.625,5.926,-1.15282336036062,"Normal"
-57.156,5.928,-0.886877838540231,"Normal"
-30,5.93,-0.495843316337925,"Normal"
-17.75,5.932,-0.319448674381148,"Normal"
-41.375,5.934,-0.659638341012076,"Normal"
-77.375,5.936,-1.17802259492587,"Normal"
-76.938,5.938,-1.17172998606586,"Normal"
-34.781,5.94,-0.564687625170199,"Normal"
6.2188,5.942,0.0256915618746556,"Normal"
11.906,5.944,0.107584754342948,"Normal"
-10.812,5.946,-0.219544509001873,"Normal"
-27.375,5.948,-0.458044464490045,"Normal"
-20.406,5.95,-0.357693912669899,"Normal"
4.5938,5.952,0.00229227263549132,"Normal"
30,5.954,0.368130440185064,"Normal"
28.906,5.956,0.352377318691128,"Normal"
-9.1875,5.958,-0.196152419544013,"Normal"
-60.5,5.96,-0.935029975903778,"Normal"
-85.719,5.962,-1.298172545333,"Normal"
-71.406,5.964,-1.09207160571444,"Normal"
-39.812,5.966,-0.637131824654652,"Normal"
-16.938,5.968,-0.30775622954287,"Normal"
-11.188,5.97,-0.224958744542751,"Normal"
-14.125,5.972,-0.267250259924551,"Normal"
-9.1562,5.974,-0.195701713234361,"Normal"
8.5312,5.976,0.0589891104510516,"Normal"
25.656,5.978,0.3055787402128,"Normal"
27.281,5.98,0.328978029451964,"Normal"
12.062,5.982,0.109831086109908,"Normal"
