"s","time"
25.875,13.13
25.375,13.132
25.375,13.134
24.25,13.136
24.688,13.138
28.969,13.14
38.719,13.142
49.219,13.144
53.875,13.146
52,13.148
46.25,13.15
37.719,13.152
27.969,13.154
20.844,13.156
17.906,13.158
15.156,13.16
14.5,13.162
20.094,13.164
31.5,13.166
43.25,13.168
50.781,13.17
57.844,13.172
67.031,13.174
73.312,13.176
70.75,13.178
61.062,13.18
52.531,13.182
45.344,13.184
36.25,13.186
25.469,13.188
18.594,13.19
18.938,13.192
25.219,13.194
34.625,13.196
44.719,13.198
50.625,13.2
49.25,13.202
42.312,13.204
33.344,13.206
26.688,13.208
22,13.21
15.844,13.212
8.1875,13.214
0.6875,13.216
-4.3125,13.218
-5.125,13.22
-3.0938,13.222
-0.25,13.224
2.6875,13.226
7.8125,13.228
16.656,13.23
24.406,13.232
28.688,13.234
31.75,13.236
32.031,13.238
24.594,13.24
10.938,13.242
-0.21875,13.244
-5.7188,13.246
-9.9375,13.248
-13.156,13.25
-11.031,13.252
-5.4375,13.254
-1.8438,13.256
0.3125,13.258
2.875,13.26
7.4062,13.262
15.25,13.264
25.938,13.266
36.5,13.268
40.25,13.27
35.875,13.272
29.906,13.274
27.875,13.276
31.312,13.278
35.219,13.28
36.062,13.282
33.75,13.284
30,13.286
25.781,13.288
21.031,13.29
12.312,13.292
-1.375,13.294
-16.219,13.296
-26.312,13.298
-26.281,13.3
-14.938,13.302
-0.75,13.304
8.5625,13.306
11.5,13.308
11.781,13.31
13.75,13.312
17.812,13.314
21.656,13.316
26.594,13.318
30.406,13.32
28.781,13.322
23.031,13.324
18.969,13.326
20.062,13.328
25.906,13.33
35.438,13.332
45.969,13.334
54.406,13.336
59.688,13.338
61.969,13.34
58.719,13.342
50.75,13.344
43.562,13.346
40.25,13.348
38.031,13.35
31.125,13.352
20.188,13.354
11.531,13.356
6.5938,13.358
1.3438,13.36
-8.0938,13.362
-20.75,13.364
-33.094,13.366
-38.5,13.368
-31.188,13.37
-14,13.372
4.6875,13.374
20.5,13.376
34,13.378
44.938,13.38
48.75,13.382
42.844,13.384
28.719,13.386
9.2188,13.388
-11.688,13.39
-26.031,13.392
-26.938,13.394
-16,13.396
1.25,13.398
22.125,13.4
40.375,13.402
52.031,13.404
61.281,13.406
71.531,13.408
77.781,13.41
72.125,13.412
53.875,13.414
29.188,13.416
7.3125,13.418
-5.5625,13.42
-8.0625,13.422
-3.2812,13.424
5.4375,13.426
15.406,13.428
22.469,13.43
23.688,13.432
19.344,13.434
15.312,13.436
17.938,13.438
25.406,13.44
32.25,13.442
37.844,13.444
45.125,13.446
55.781,13.448
67.656,13.45
77.625,13.452
81.188,13.454
75.75,13.456
63.406,13.458
50.906,13.46
42.219,13.462
35.938,13.464
32.219,13.466
32.062,13.468
35.25,13.47
39.438,13.472
41.969,13.474
43.812,13.476
44,13.478
41.656,13.48
40.938,13.482
39.969,13.484
33.938,13.486
24.188,13.488
15.938,13.49
11.844,13.492
12.469,13.494
19.781,13.496
34.031,13.498
48.875,13.5
56.781,13.502
56.844,13.504
53.906,13.506
50.281,13.508
47.031,13.51
45.688,13.512
45.688,13.514
41.656,13.516
32.75,13.518
24.5,13.52
22.531,13.522
25.375,13.524
27.469,13.526
25.219,13.528
20.062,13.53
12.781,13.532
4.75,13.534
-1.125,13.536
-3.3438,13.538
-4.125,13.54
-4.0938,13.542
-0.78125,13.544
8.5312,13.546
22.719,13.548
37.5,13.55
49.094,13.552
58.312,13.554
65.094,13.556
67.375,13.558
63.188,13.56
54.406,13.562
45.469,13.564
40.5,13.566
40,13.568
41.406,13.57
44.031,13.572
49,13.574
54.281,13.576
56.875,13.578
55.062,13.58
51.938,13.582
48.812,13.584
44.156,13.586
37.594,13.588
29.406,13.59
18.281,13.592
3.75,13.594
-6.75,13.596
-3.5938,13.598
11.094,13.6
28.25,13.602
41.656,13.604
52.031,13.606
62.344,13.608
72.875,13.61
80.406,13.612
83.25,13.614
80.469,13.616
71.312,13.618
57.812,13.62
40.906,13.622
21.719,13.624
4.5625,13.626
-6.5938,13.628
-12.25,13.63
-12.281,13.632
-4.875,13.634
8.2812,13.636
22.188,13.638
32.656,13.64
37.844,13.642
39.875,13.644
41.656,13.646
45.406,13.648
52.156,13.65
58.156,13.652
58.25,13.654
53.156,13.656
48.25,13.658
47.469,13.66
52.219,13.662
60.781,13.664
67.688,13.666
68.594,13.668
65.406,13.67
61.938,13.672
57.812,13.674
50.781,13.676
44.812,13.678
43.531,13.68
46.156,13.682
47.656,13.684
46.562,13.686
45.75,13.688
46.781,13.69
47.906,13.692
47.781,13.694
47.281,13.696
45.469,13.698
42.344,13.7
38.938,13.702
33.156,13.704
25.531,13.706
21.5,13.708
23.75,13.71
28.625,13.712
30.969,13.714
29.656,13.716
27.188,13.718
25.125,13.72
23.812,13.722
23.156,13.724
24.25,13.726
26.844,13.728
29.469,13.73
32.656,13.732
39.688,13.734
50.656,13.736
61.406,13.738
69.375,13.74
74.906,13.742
78.281,13.744
79.219,13.746
76.281,13.748
71.156,13.75
65.75,13.752
58,13.754
45.969,13.756
31.219,13.758
17.031,13.76
4.4688,13.762
-7.9688,13.764
-19.062,13.766
-23.438,13.768
-16.812,13.77
-2.0938,13.772
14.625,13.774
30,13.776
45.344,13.778
63.688,13.78
82.625,13.782
96,13.784
100.19,13.786
96.875,13.788
91.781,13.79
86.344,13.792
77.594,13.794
67.094,13.796
61.875,13.798
64.25,13.8
70.219,13.802
74.938,13.804
78,13.806
81.688,13.808
85.281,13.81
86.469,13.812
83.812,13.814
77.625,13.816
69.375,13.818
60.344,13.82
51.312,13.822
42.312,13.824
35.156,13.826
32,13.828
32.406,13.83
30.875,13.832
26.125,13.834
22.219,13.836
26.156,13.838
39.188,13.84
53.438,13.842
62.406,13.844
63.938,13.846
61.688,13.848
61.406,13.85
65.25,13.852
71.156,13.854
75.75,13.856
75.219,13.858
68,13.86
57.75,13.862
50.781,13.864
49.656,13.866
51.781,13.868
53.469,13.87
55.219,13.872
55.812,13.874
53.25,13.876
49.656,13.878
49.25,13.88
50.688,13.882
51.344,13.884
52.406,13.886
57.719,13.888
67.781,13.89
72.781,13.892
65.812,13.894
52.031,13.896
39.469,13.898
30.375,13.9
22.344,13.902
13.969,13.904
6.4062,13.906
1.25,13.908
2.5,13.91
12.594,13.912
25.875,13.914
35.219,13.916
41.875,13.918
50.469,13.92
61.562,13.922
70.219,13.924
69.781,13.926
59.156,13.928
42.719,13.93
28.062,13.932
18.188,13.934
11.875,13.936
7.9375,13.938
7.5625,13.94
9.625,13.942
12.906,13.944
16.844,13.946
22.438,13.948
27.469,13.95
31.281,13.952
36.656,13.954
43.219,13.956
49.031,13.958
53.656,13.96
56.594,13.962
57.531,13.964
55.344,13.966
50.031,13.968
46.875,13.97
49.062,13.972
52.781,13.974
54.469,13.976
53.219,13.978
49.062,13.98
44.656,13.982
43.031,13.984
43.156,13.986
41.75,13.988
38.188,13.99
33.875,13.992
28.75,13.994
22.719,13.996
17.031,13.998
13.688,14
13.344,14.002
15.438,14.004
19.125,14.006
21.25,14.008
19.188,14.01
15.938,14.012
14.344,14.014
13.656,14.016
13.125,14.018
12.875,14.02
13.25,14.022
13.906,14.024
13.781,14.026
12.656,14.028
11.875,14.03
11.938,14.032
13.125,14.034
17.875,14.036
26.906,14.038
37,14.04
44.562,14.042
47.219,14.044
47.969,14.046
49.656,14.048
54.156,14.05
59.031,14.052
59.562,14.054
54.25,14.056
45.062,14.058
35.938,14.06
32.031,14.062
35.281,14.064
42.25,14.066
48.562,14.068
53.656,14.07
60.062,14.072
67.469,14.074
70.75,14.076
68.344,14.078
62.406,14.08
58.031,14.082
58,14.084
61.75,14.086
63.938,14.088
62.094,14.09
58.969,14.092
60.469,14.094
65.469,14.096
69.5,14.098
71.562,14.1
73.438,14.102
77.5,14.104
86.781,14.106
95.312,14.108
97,14.11
92.938,14.112
88.812,14.114
89,14.116
91.969,14.118
91.625,14.12
84.156,14.122
72.469,14.124
62.656,14.126
56.594,14.128
53.062,14.13
51.906,14.132
51.906,14.134
53.719,14.136
57.781,14.138
63.688,14.14
68.312,14.142
70.875,14.144
72.531,14.146
75.281,14.148
78.156,14.15
78.094,14.152
76.5,14.154
74.781,14.156
72.875,14.158
76.219,14.16
83.75,14.162
85.062,14.164
78.219,14.166
72.781,14.168
72.281,14.17
75.156,14.172
78.25,14.174
79.125,14.176
78.312,14.178
77.5,14.18
77.406,14.182
77.625,14.184
78.969,14.186
82.062,14.188
84.969,14.19
83.188,14.192
78.344,14.194
75.406,14.196
77.625,14.198
82.438,14.2
86,14.202
87.469,14.204
88.406,14.206
89.656,14.208
90.125,14.21
89.031,14.212
88.5,14.214
90.25,14.216
91.844,14.218
91.594,14.22
90.375,14.222
90.031,14.224
90.25,14.226
89.281,14.228
85.312,14.23
80.469,14.232
80.031,14.234
85.594,14.236
91.344,14.238
94.125,14.24
95.438,14.242
96.5,14.244
96.562,14.246
98.406,14.248
105.56,14.25
115.34,14.252
120.44,14.254
120.59,14.256
119.19,14.258
117.41,14.26
115.72,14.262
115.62,14.264
117.75,14.266
121.19,14.268
125.97,14.27
133.69,14.272
142.41,14.274
145.19,14.276
140.09,14.278
133.75,14.28
129.88,14.282
127.19,14.284
124.41,14.286
122.72,14.288
125.81,14.29
130.47,14.292
129.91,14.294
123.78,14.296
116.5,14.298
113,14.3
117.19,14.302
125.47,14.304
130.28,14.306
128.81,14.308
123.34,14.31
120.06,14.312
121.94,14.314
126.94,14.316
134.09,14.318
140.78,14.32
142.88,14.322
140.59,14.324
139.78,14.326
141.12,14.328
140.66,14.33
137.97,14.332
135.19,14.334
134.53,14.336
136.72,14.338
140.75,14.34
144.84,14.342
147.84,14.344
151.31,14.346
156.41,14.348
161.53,14.35
163.31,14.352
160.28,14.354
155.44,14.356
153.44,14.358
156.16,14.36
160.91,14.362
162,14.364
159.97,14.366
158.31,14.368
157.56,14.37
155.62,14.372
153.72,14.374
153.19,14.376
154.34,14.378
156.09,14.38
157.5,14.382
158.28,14.384
159.22,14.386
163.75,14.388
172.47,14.39
179.91,14.392
183.16,14.394
181.03,14.396
175.34,14.398
168.84,14.4
165.34,14.402
166.94,14.404
168.81,14.406
165.91,14.408
160.91,14.41
161.22,14.412
167.47,14.414
172.69,14.416
174.78,14.418
175.97,14.42
177.28,14.422
177.38,14.424
175.88,14.426
173.75,14.428
171.84,14.43
170.31,14.432
170.16,14.434
172.97,14.436
177.69,14.438
181.72,14.44
184.19,14.442
185.03,14.444
184.75,14.446
185.72,14.448
187.72,14.45
188.72,14.452
189.38,14.454
191.62,14.456
195.81,14.458
198.56,14.46
198.34,14.462
196.34,14.464
193.56,14.466
190.97,14.468
189.09,14.47
188.09,14.472
190.28,14.474
195.44,14.476
199.31,14.478
198.88,14.48
195.28,14.482
192.09,14.484
193.03,14.486
196,14.488
198.97,14.49
200.34,14.492
200.47,14.494
202.62,14.496
208.66,14.498
215.34,14.5
219.91,14.502
222.5,14.504
224.12,14.506
223.78,14.508
220.53,14.51
216.28,14.512
213.28,14.514
210.56,14.516
209.59,14.518
212.56,14.52
216.53,14.522
216.78,14.524
213.22,14.526
212.47,14.528
216.31,14.53
219.31,14.532
219.31,14.534
216.47,14.536
210.22,14.538
203.31,14.54
200.66,14.542
204.34,14.544
213.44,14.546
222.5,14.548
226.38,14.55
224.19,14.552
218.44,14.554
212.59,14.556
210.78,14.558
212.84,14.56
215.44,14.562
216.5,14.564
216.69,14.566
218.31,14.568
221.66,14.57
225.59,14.572
230.94,14.574
236.28,14.576
238.72,14.578
237.19,14.58
235.06,14.582
233.84,14.584
232.34,14.586
230.59,14.588
229.66,14.59
229.78,14.592
230.66,14.594
231.5,14.596
231.25,14.598
229.44,14.6
226.31,14.602
224.34,14.604
226.94,14.606
231.62,14.608
230.5,14.61
223.38,14.612
216.53,14.614
213.38,14.616
213.62,14.618
215.75,14.62
217.53,14.622
217.53,14.624
217.41,14.626
218.91,14.628
221.88,14.63
226.59,14.632
232.31,14.634
237.75,14.636
242.38,14.638
245.25,14.64
246.44,14.642
246.28,14.644
244.12,14.646
240.97,14.648
239.66,14.65
242.69,14.652
246.53,14.654
244.62,14.656
236.19,14.658
226.41,14.66
220.47,14.662
218.19,14.664
218,14.666
219.22,14.668
221.06,14.67
222.78,14.672
222.78,14.674
222.09,14.676
223.97,14.678
228.88,14.68
235.53,14.682
240.75,14.684
241.12,14.686
236.75,14.688
230.56,14.69
226.31,14.692
226.84,14.694
230.97,14.696
237.97,14.698
246,14.7
252.84,14.702
255.53,14.704
252.88,14.706
248.16,14.708
245.25,14.71
244.5,14.712
243.72,14.714
239.47,14.716
232.53,14.718
224.81,14.72
218,14.722
213.31,14.724
211.28,14.726
209.69,14.728
208.47,14.73
209.59,14.732
212.88,14.734
216.38,14.736
219.38,14.738
222.59,14.74
226.94,14.742
230.53,14.744
234.91,14.746
239.34,14.748
239.97,14.75
236.75,14.752
232.78,14.754
231.28,14.756
230.75,14.758
229.38,14.76
227.31,14.762
225.38,14.764
222.5,14.766
219.34,14.768
218.09,14.77
221.94,14.772
227.84,14.774
230.47,14.776
230.84,14.778
230.25,14.78
229.66,14.782
231.72,14.784
237.06,14.786
242.56,14.788
244.69,14.79
240.56,14.792
232.59,14.794
226.59,14.796
223.19,14.798
221.19,14.8
220.72,14.802
219.62,14.804
218.25,14.806
216.47,14.808
213.25,14.81
210.25,14.812
209.03,14.814
210.53,14.816
215.12,14.818
222.06,14.82
228.56,14.822
230.78,14.824
227.25,14.826
221.94,14.828
220.09,14.83
221.22,14.832
222.34,14.834
218.94,14.836
211.47,14.838
204.47,14.84
200.5,14.842
200,14.844
203,14.846
208.16,14.848
213.47,14.85
218.56,14.852
222.75,14.854
225.12,14.856
226.88,14.858
228.19,14.86
226.59,14.862
221.88,14.864
217,14.866
213.28,14.868
210.12,14.87
208.41,14.872
209.41,14.874
212.09,14.876
214.84,14.878
214.81,14.88
210.84,14.882
205.84,14.884
202.75,14.886
201.28,14.888
199.22,14.89
195.06,14.892
190.72,14.894
186.22,14.896
183.5,14.898
185.06,14.9
187.69,14.902
190.09,14.904
193.88,14.906
197.28,14.908
197.28,14.91
194.88,14.912
192.03,14.914
191.03,14.916
192.66,14.918
194.31,14.92
194.59,14.922
194.41,14.924
195.62,14.926
198.44,14.928
202.78,14.93
208.5,14.932
212.94,14.934
213.66,14.936
210.62,14.938
207.16,14.94
206.69,14.942
208.88,14.944
210.09,14.946
209.47,14.948
206.91,14.95
203.22,14.952
200.28,14.954
201.34,14.956
205.38,14.958
206.19,14.96
201.28,14.962
194.12,14.964
189.19,14.966
187.91,14.968
188.94,14.97
190.41,14.972
190.78,14.974
188.84,14.976
186.94,14.978
185.22,14.98
182.84,14.982
180.03,14.984
178.47,14.986
179.69,14.988
183.47,14.99
187.09,14.992
188.28,14.994
188.22,14.996
187.53,14.998
186.25,15
185.75,15.002
186.06,15.004
185.59,15.006
183.81,15.008
181.91,15.01
182.09,15.012
184.22,15.014
185,15.016
182.91,15.018
179.59,15.02
177.88,15.022
181.19,15.024
186.47,15.026
185.25,15.028
176,15.03
165.06,15.032
159,15.034
158.69,15.036
160.66,15.038
162.78,15.04
164.78,15.042
164.97,15.044
163.56,15.046
162.06,15.048
163.97,15.05
168.75,15.052
172.47,15.054
173.44,15.056
173.75,15.058
174.72,15.06
175.06,15.062
174.75,15.064
175.16,15.066
174.97,15.068
171.47,15.07
165.31,15.072
161.44,15.074
163.19,15.076
165.28,15.078
164.19,15.08
158.38,15.082
149.66,15.084
142.81,15.086
140.12,15.088
141.72,15.09
145.22,15.092
147.28,15.094
147.97,15.096
148.34,15.098
148.22,15.1
148.72,15.102
152.88,15.104
159.5,15.106
163.72,15.108
164.72,15.11
165.88,15.112
168.06,15.114
168.81,15.116
168.72,15.118
169.12,15.12
168.09,15.122
165.12,15.124
162.88,15.126
162.06,15.128
161.03,15.13
158.47,15.132
156.41,15.134
155.75,15.136
154.44,15.138
151.94,15.14
150.31,15.142
150.97,15.144
154.75,15.146
158.06,15.148
157.78,15.15
156.62,15.152
155.97,15.154
154.66,15.156
155.12,15.158
156.94,15.16
158.09,15.162
158.81,15.164
159.59,15.166
160.22,15.168
160.5,15.17
158.25,15.172
153.59,15.174
148.03,15.176
143.28,15.178
141.09,15.18
142.28,15.182
144.84,15.184
146.62,15.186
147.84,15.188
150.5,15.19
152.38,15.192
152.88,15.194
154.53,15.196
155.38,15.198
156.53,15.2
158.91,15.202
158.31,15.204
152.66,15.206
145.22,15.208
141.44,15.21
143.59,15.212
146.91,15.214
146.56,15.216
142.94,15.218
138.97,15.22
136.75,15.222
135.78,15.224
135.94,15.226
137.41,15.228
138.75,15.23
138.09,15.232
134.5,15.234
130.66,15.236
128.88,15.238
128.03,15.24
126.91,15.242
124.66,15.244
121.22,15.246
117.88,15.248
116.34,15.25
117.41,15.252
119.72,15.254
122.62,15.256
128.19,15.258
135.69,15.26
143.22,15.262
148.31,15.264
147.16,15.266
138.34,15.268
126.44,15.27
117.5,15.272
113.78,15.274
110.41,15.276
103.03,15.278
95.625,15.28
93.906,15.282
96.594,15.284
100.59,15.286
106.03,15.288
112.72,15.29
117,15.292
115.62,15.294
109.34,15.296
101.53,15.298
93.188,15.3
87.656,15.302
86.969,15.304
88.844,15.306
89.688,15.308
90.188,15.31
94.219,15.312
102.81,15.314
112.56,15.316
120.12,15.318
124.47,15.32
124.25,15.322
120.94,15.324
115.56,15.326
108.12,15.328
102.66,15.33
100.88,15.332
99.688,15.334
97.375,15.336
94.75,15.338
95.094,15.34
99.188,15.342
101.81,15.344
99.344,15.346
94.062,15.348
91.125,15.35
95.594,15.352
108.38,15.354
123.06,15.356
130.53,15.358
129.94,15.36
125.94,15.362
123.47,15.364
126.78,15.366
133.44,15.368
138.47,15.37
134.44,15.372
121.38,15.374
107.97,15.376
100.22,15.378
98.938,15.38
102.19,15.382
106.97,15.384
110.59,15.386
111.53,15.388
108.72,15.39
103.81,15.392
97.938,15.394
92.469,15.396
90.688,15.398
94.125,15.4
97.062,15.402
95.906,15.404
93.031,15.406
92.125,15.408
95.5,15.41
99.906,15.412
101.56,15.414
99.781,15.416
95.875,15.418
91.875,15.42
88.562,15.422
85.656,15.424
84.594,15.426
85.562,15.428
88.75,15.43
94.281,15.432
100.34,15.434
104.22,15.436
105.19,15.438
103.38,15.44
101.12,15.442
99.875,15.444
98.562,15.446
94.875,15.448
90.156,15.45
86.438,15.452
85.719,15.454
86.062,15.456
85.312,15.458
84.375,15.46
83.25,15.462
81.594,15.464
80.625,15.466
82.25,15.468
85.125,15.47
86.406,15.472
86.844,15.474
90.062,15.476
93.625,15.478
94.781,15.48
94.969,15.482
96.312,15.484
97.062,15.486
95.094,15.488
91.844,15.49
89.062,15.492
87.031,15.494
83.469,15.496
78.25,15.498
74.719,15.5
73.844,15.502
74.719,15.504
74.844,15.506
72.25,15.508
68.844,15.51
64.281,15.512
60.219,15.514
57.75,15.516
56.062,15.518
55.406,15.52
56.344,15.522
59,15.524
63.094,15.526
67.5,15.528
72.625,15.53
78.312,15.532
83.875,15.534
89.969,15.536
94.281,15.538
93.875,15.54
90.75,15.542
87.344,15.544
82.281,15.546
75.531,15.548
68.219,15.55
62.562,15.552
57.938,15.554
54,15.556
50.219,15.558
46.625,15.56
44.875,15.562
47.938,15.564
56.562,15.566
68.5,15.568
78.719,15.57
82.719,15.572
83.344,15.574
82.188,15.576
80.25,15.578
78.875,15.58
77.281,15.582
72.219,15.584
63.375,15.586
56.656,15.588
54.719,15.59
54.906,15.592
55.844,15.594
57.125,15.596
58.781,15.598
60.062,15.6
60.625,15.602
60.469,15.604
58.656,15.606
53.969,15.608
46.5,15.61
40.719,15.612
38.719,15.614
40.125,15.616
43.688,15.618
49.219,15.62
54.062,15.622
55.219,15.624
55.438,15.626
56.062,15.628
56.469,15.63
55.812,15.632
53.438,15.634
49.344,15.636
45.438,15.638
43.969,15.64
46.906,15.642
53.812,15.644
56.75,15.646
51.406,15.648
43.094,15.65
38.844,15.652
39.312,15.654
41.406,15.656
41.688,15.658
37.625,15.66
30.812,15.662
25.719,15.664
24.75,15.666
27.281,15.668
32.938,15.67
39.594,15.672
43.938,15.674
42.906,15.676
38.406,15.678
35.219,15.68
33.719,15.682
34.438,15.684
36.188,15.686
36.812,15.688
36.438,15.69
36.094,15.692
38.094,15.694
43.25,15.696
47.125,15.698
45.938,15.7
42.562,15.702
38.75,15.704
33.125,15.706
27.688,15.708
24.938,15.71
24.562,15.712
24.969,15.714
24.969,15.716
23.969,15.718
24.312,15.72
28.5,15.722
33.75,15.724
36.062,15.726
34.156,15.728
29.562,15.73
25.375,15.732
23.312,15.734
22.125,15.736
21.906,15.738
23.469,15.74
25.594,15.742
27.812,15.744
27.781,15.746
25.812,15.748
24.375,15.75
24.906,15.752
28.906,15.754
32.031,15.756
27.844,15.758
19.281,15.76
12.219,15.762
7.7812,15.764
7.375,15.766
11.781,15.768
16.438,15.77
17.438,15.772
15.75,15.774
13.969,15.776
12.375,15.778
11.438,15.78
13.312,15.782
18,15.784
21,15.786
21.969,15.788
24.562,15.79
29.688,15.792
35.094,15.794
35.688,15.796
33.281,15.798
34.438,15.8
39.594,15.802
40.906,15.804
36.5,15.806
30.031,15.808
24.906,15.81
20.781,15.812
17.625,15.814
12.969,15.816
6.25,15.818
2.0312,15.82
1.4062,15.822
2.0625,15.824
2.6875,15.826
1.75,15.828
-1.9688,15.83
-7.2812,15.832
-13,15.834
-15.062,15.836
-11.25,15.838
-4.3125,15.84
0.59375,15.842
4.25,15.844
11.5,15.846
21.938,15.848
27.719,15.85
24.625,15.852
16,15.854
9.1562,15.856
10.938,15.858
20.719,15.86
32.219,15.862
38.031,15.864
39.125,15.866
41.5,15.868
47.188,15.87
53.719,15.872
59.031,15.874
60.719,15.876
57.875,15.878
50.844,15.88
40.844,15.882
29.969,15.884
19.312,15.886
10.906,15.888
9.0312,15.89
17.5,15.892
30.625,15.894
37.719,15.896
35.594,15.898
31.312,15.9
29.688,15.902
30.625,15.904
31.156,15.906
28.969,15.908
24,15.91
18.969,15.912
17.281,15.914
20.062,15.916
24.406,15.918
27.656,15.92
29.688,15.922
30.562,15.924
29,15.926
25.781,15.928
22.719,15.93
20.344,15.932
17.438,15.934
12.531,15.936
9.8438,15.938
9,15.94
6.3438,15.942
2.5312,15.944
2.0625,15.946
6.0312,15.948
11.688,15.95
18.719,15.952
25.656,15.954
27.344,15.956
21.719,15.958
13.031,15.96
7.2812,15.962
5.1875,15.964
4.0312,15.966
3.7188,15.968
3.5938,15.97
5.0312,15.972
8.5938,15.974
14.531,15.976
23.031,15.978
31.562,15.98
38.531,15.982
43.156,15.984
44.219,15.986
41,15.988
34,15.99
27,15.992
23.25,15.994
18.562,15.996
10.656,15.998
2.125,16
-2.625,16.002
-0.75,16.004
5.5938,16.006
11.781,16.008
15,16.01
14.969,16.012
14.75,16.014
15.75,16.016
17.688,16.018
20.438,16.02
24.688,16.022
28.188,16.024
27.688,16.026
24.531,16.028
23.188,16.03
24.531,16.032
27.312,16.034
30.031,16.036
32.344,16.038
32.406,16.04
28.625,16.042
23.75,16.044
20.625,16.046
20.031,16.048
19.219,16.05
16.969,16.052
14.406,16.054
12.781,16.056
12.469,16.058
15.219,16.06
18.688,16.062
19.844,16.064
21.25,16.066
24.719,16.068
28.188,16.07
28.094,16.072
25.594,16.074
24.844,16.076
24.812,16.078
22.719,16.08
20.188,16.082
20.844,16.084
24.125,16.086
25.25,16.088
20.562,16.09
13.969,16.092
9.0312,16.094
8.25,16.096
12.969,16.098
18.062,16.1
17.75,16.102
13.938,16.104
13.5,16.106
15.125,16.108
14,16.11
9.875,16.112
7.3125,16.114
8.3438,16.116
8.75,16.118
7.375,16.12
4.5938,16.122
1.25,16.124
-0.3125,16.126
2.0625,16.128
8.9375,16.13
17.281,16.132
20.75,16.134
19.094,16.136
16.281,16.138
15.594,16.14
20.375,16.142
29.938,16.144
34.75,16.146
29.281,16.148
19.844,16.15
15.375,16.152
16.688,16.154
19.469,16.156
20.406,16.158
17.656,16.16
12.906,16.162
12.188,16.164
17.25,16.166
23.094,16.168
26.562,16.17
26.312,16.172
22.688,16.174
17.594,16.176
12.469,16.178
8.3438,16.18
5.1875,16.182
3.0938,16.184
2.9375,16.186
4.6562,16.188
6.8438,16.19
10.375,16.192
14.156,16.194
16.688,16.196
18.562,16.198
19.5,16.2
19.219,16.202
18.656,16.204
17.5,16.206
16.844,16.208
17.156,16.21
17.25,16.212
16.844,16.214
16.469,16.216
16.25,16.218
16.719,16.22
16.938,16.222
15.906,16.224
13.688,16.226
11.25,16.228
9.0938,16.23
7.7188,16.232
7.0625,16.234
7.6562,16.236
10.188,16.238
14.656,16.24
18.719,16.242
19.938,16.244
19.094,16.246
17.438,16.248
13.219,16.25
6.0312,16.252
-1.9688,16.254
-8.0938,16.256
-10.844,16.258
-10.5,16.26
-8.3438,16.262
-6.4375,16.264
-4.8438,16.266
-0.46875,16.268
6.9062,16.27
14.312,16.272
18.938,16.274
20.781,16.276
22.938,16.278
26.375,16.28
28.25,16.282
26.312,16.284
19.062,16.286
9.2188,16.288
1.8125,16.29
0.71875,16.292
5.7812,16.294
12.5,16.296
18.312,16.298
18.906,16.3
13.281,16.302
6.4375,16.304
4.7188,16.306
7.4688,16.308
10.562,16.31
10.906,16.312
8.0938,16.314
4.7812,16.316
1.0312,16.318
-1.8125,16.32
-1.75,16.322
0.78125,16.324
3.875,16.326
4.7812,16.328
5.3125,16.33
7.7188,16.332
11.344,16.334
14.469,16.336
15.5,16.338
14.625,16.34
14.688,16.342
16.75,16.344
16.031,16.346
10.625,16.348
3.5312,16.35
-0.375,16.352
-1,16.354
-1.8438,16.356
-4.3438,16.358
-7.25,16.36
-9.0625,16.362
-7.7812,16.364
-2.2812,16.366
3.4688,16.368
4.5,16.37
0.09375,16.372
-6.6875,16.374
-12.219,16.376
-14.75,16.378
-14.219,16.38
-13.031,16.382
-13.719,16.384
-16.656,16.386
-17.969,16.388
-14.094,16.39
-6.4062,16.392
1.5938,16.394
7.9688,16.396
11.469,16.398
12.844,16.4
12.906,16.402
11.031,16.404
8.0938,16.406
7.4062,16.408
7.1562,16.41
4.7188,16.412
0.5625,16.414
-4.75,16.416
-9.1875,16.418
-9.875,16.42
-8.4375,16.422
-8.7188,16.424
-10.469,16.426
-10.062,16.428
-7.0938,16.43
-4.5312,16.432
-5.0938,16.434
-6.6562,16.436
-7.8438,16.438
-9.0312,16.44
-10.125,16.442
-9.7188,16.444
-9.5312,16.446
-10.5,16.448
-9.4375,16.45
-3.6562,16.452
4.2188,16.454
7.5312,16.456
5.0938,16.458
1.5312,16.46
-1.3438,16.462
-3.9062,16.464
-6.0938,16.466
-8.5938,16.468
-12.281,16.47
-16.344,16.472
-18.875,16.474
-17.844,16.476
-14.031,16.478
-9.375,16.48
-4.9688,16.482
-1.0625,16.484
0.625,16.486
1.9062,16.488
3.875,16.49
4,16.492
-0.4375,16.494
-7.0312,16.496
-11.781,16.498
-12,16.5
-9.5312,16.502
-8.1875,16.504
-9.625,16.506
-12.375,16.508
-14.312,16.51
-14.219,16.512
-11.125,16.514
-7.125,16.516
-3.2188,16.518
-1.7188,16.52
-2.6562,16.522
-2.9062,16.524
-0.21875,16.526
5.1875,16.528
13.281,16.53
22.188,16.532
30.312,16.534
36.625,16.536
39.969,16.538
39.562,16.54
39.156,16.542
41.156,16.544
42.438,16.546
40.688,16.548
35.875,16.55
32.281,16.552
32.875,16.554
35.844,16.556
37.938,16.558
39.688,16.56
42.812,16.562
45.656,16.564
47.719,16.566
50.75,16.568
52.375,16.57
51.125,16.572
46.406,16.574
42.406,16.576
42.781,16.578
46.188,16.58
47.406,16.582
